"Server Name","Alt Name","Guild ID","Invite URL",Region,"Icon URL",Boosts,Members,Online,Messages,"Hourly Activity","Badge Color Primary","Badge Color Secondary"
VeridianDynamix,,428991345072275466,https://discord.gg/T3YEwJp,en,,0,7,0,,,,
Avengers-Hades,,534191837238263820,https://discord.gg/GDg4P86,en,https://cdn.discordapp.com/icons/534191837238263820/0e25bf269f4032d011fb4430e3f23e97.png,0,29,2,,,#ff0000,#800000
"Polaris Corporation - Hades Star",,401850596769923073,https://discord.gg/S6fvaKp,en,https://cdn.discordapp.com/icons/401850596769923073/7353197b9841b77700df368ae44a5e45.png,0,35,0,,,#ff0000,#800000
Tacitus,,420449596674670602,https://discord.gg/zwZUJ4b,en,https://cdn.discordapp.com/icons/420449596674670602/d7b8cdcb16852b87ff7aa3e3e991b01e.png,0,35,7,,,#ff0000,#800000
"Cloaked Truth",,390281594402766848,https://discord.gg/4VAwXAZ,en,https://cdn.discordapp.com/icons/390281594402766848/0094bf611fa6a17dd612594f43d5e3c4.png,0,15,1,,,,
"Taco Corp - Hades' Star",,358987108590944257,https://discord.gg/HkQEQzb,en,https://cdn.discordapp.com/icons/358987108590944257/4f5a56120d7488c5eddf1f96444c1212.png,0,21,2,,,,
"Hades Phoenix",,446357464267358219,https://discord.gg/cMp7C9S,en,https://cdn.discordapp.com/icons/446357464267358219/14f67ddcc0c9b427213f53226cad5603.png,0,13,0,,,,
novacaine,,532854143354929162,https://discord.gg/VuGBWMQ,en,https://cdn.discordapp.com/icons/532854143354929162/a6d0d9d55b75487c317a7edb6b0046e1.png,0,11,1,,,,
"Time Lords",,378000011549736960,https://discord.gg/P898Nqk,en,https://cdn.discordapp.com/icons/378000011549736960/d37d20d4c0b82ec60668f086fc966c1d.png,0,24,0,,,,
"Åsτяф VΞnατфяеs",,421114108218179594,https://discord.gg/vFY8qpZ,en,https://cdn.discordapp.com/icons/421114108218179594/f7b4df488d6b53ad24ce1dcb1a2e7fb8.png,0,24,2,,,,
SinSoRed,,421698967726981140,https://discord.gg/yqC2JgE,en,https://cdn.discordapp.com/icons/421698967726981140/3d9e9c7f87519485b2ff873cd46dbe96.png,0,32,2,,,#ff0000,#800000
SOTF-H,,390241372126445568,https://discord.gg/wzjnaQb,en,https://cdn.discordapp.com/icons/390241372126445568/ef3a300b56078cc1fea688f0a66a371a.png,0,15,1,,,#ff0000,#800000
"Assimilated Federation",,285929724587540480,https://discord.gg/dS4GAe6,en,https://cdn.discordapp.com/icons/285929724587540480/a028dcabfeb0447129916f3416146ef5.png,0,41,5,,,#ff0000,#800000
"Planet Hoppers",,541493656318640138,https://discord.gg/fxMFKu2,en,https://cdn.discordapp.com/icons/541493656318640138/7d3e06fb861739364f8a595f3ede4e70.png,0,2,0,,,,
"Diplomats Union",,416444684056133632,https://discord.gg/vztZu3n,en,https://cdn.discordapp.com/icons/416444684056133632/2742e713a9f06dc591fde5dc49411854.png,0,58,9,,,#ff0000,#800000
SkyTeam,,450969795995631626,https://discord.gg/bzzDebJ,en,https://cdn.discordapp.com/icons/450969795995631626/594e18a5c102e991142e5ca803d04b8f.png,0,5,0,,,,
"BuckOff Corporation",,424629473510555649,https://discord.gg/Y5Ss4TX,en,https://cdn.discordapp.com/icons/424629473510555649/a8411f4e2857ea33a7ca0d2c0fdec2dc.png,0,23,5,,,#ff0000,#800000
"The Culture",,413587447574691840,https://discord.gg/EeWDKCE,en,https://cdn.discordapp.com/icons/413587447574691840/62d76428118c51e54dacfb3963e4d234.png,0,34,5,,,#ff0000,#800000
"Fomorians Éire",,584138246863323155,https://discord.gg/fnY3sCF,en,https://cdn.discordapp.com/icons/584138246863323155/30b3299628657e4c5a2b38dd7b312800.png,0,12,3,,,#ff0000,#800000
STARLORDS,,477644618528325633,https://discord.gg/6DpmQht,en,https://cdn.discordapp.com/icons/477644618528325633/08ef9712daa62f3a9580debd009e4a02.png,0,18,2,,,,
"Green Tongue Lounge",,368607911947272212,https://discord.gg/yvEd4DW,en,https://cdn.discordapp.com/icons/368607911947272212/1daa0acaa0456e055508ce30433ef17e.png,0,15,6,,,,
"Rabid Butterfly",,386921751294115842,https://discord.gg/MEwenRX,en,https://cdn.discordapp.com/icons/386921751294115842/b46194c588569e4e9b893ff6bd09d596.png,0,49,2,,,#ff0000,#800000
"Not Elite",,417381451265474570,https://discord.gg/4gszQqy,en,https://cdn.discordapp.com/icons/417381451265474570/8d7141aa11931bb6b64240b0bacd70f4.png,0,11,1,,,,
"Capsule Corp",,414717303503060992,https://discord.gg/zDGcYgQ,en,https://cdn.discordapp.com/icons/414717303503060992/2a5adda5a642f133f1236a67e03bb66f.png,0,24,2,,,,
"Widow Makers",,536589185692467210,https://discord.gg/CDgQD22,en,https://cdn.discordapp.com/icons/536589185692467210/8547cabb70370be471530aafd5e288d1.png,0,67,6,,,#ff0000,#800000
"Starmada Inc.",,461828008492269568,https://discord.gg/AVvc87Y,en,https://cdn.discordapp.com/icons/461828008492269568/0b9895cc6a6cee717f2edfd379e7e982.png,0,34,3,,,#ff0000,#800000
"Solace - Hades Star",,412930633984245762,https://discord.gg/fyFNKDn,en,https://cdn.discordapp.com/icons/412930633984245762/fc99be5ae2d72c704d5557bb1fc11e1d.png,0,17,1,,,#ff0000,#800000
"CDG - Hades Star",,356909019824259092,https://discord.gg/T3V2rK8,en,https://cdn.discordapp.com/icons/356909019824259092/06a1a91db856d025ec816c9bab5e7cf1.png,0,57,2,,,#ff0000,#800000
"Team Elite",,424499214144241665,https://discord.gg/e9XJuQp,en,https://cdn.discordapp.com/icons/424499214144241665/96b6d3227031745f50a60af452e47396.png,0,48,4,,,#ff0000,#800000
"Astra Ultima",,540294289121345537,https://discord.gg/EqgErSc,en,https://cdn.discordapp.com/icons/540294289121345537/b36b717887c598045c3f2f0083558eb9.png,0,127,15,,,#ff0000,#800000
"The Deviant Corporation",,417774621799219206,https://discord.gg/eMTDerv,en,https://cdn.discordapp.com/icons/417774621799219206/7c96f83cad919ac72c6e65f08b59e3a1.png,0,6,1,,,,
"Atlas Corporation",,462031949066928148,https://discord.gg/ZzA2KN6,en,https://cdn.discordapp.com/icons/462031949066928148/32f7b3a33e51ad6d0066f54c4f5b77ee.png,0,17,3,,,#ff0000,#800000
X.R.S,,429546895195635713,https://discord.gg/YxN6gQA,en,https://cdn.discordapp.com/icons/429546895195635713/d8f9df6c478d72095ed7b4e8b7354b64.png,0,29,4,,,#ff0000,#800000
"The Guardians",,465681707836768256,https://discord.gg/ZQdUNhR,en,https://cdn.discordapp.com/icons/465681707836768256/3acbf09514f43cd07de55281ebd0dfd1.png,0,28,2,,,#ff0000,#800000
"Low Voltage",,506862087536902194,https://discord.gg/XPP4Kdz,en,https://cdn.discordapp.com/icons/506862087536902194/28495d52841416fcc7cec4f22a4ed7f4.png,0,9,2,,,#ff0000,#800000
"Order of the Gray",,415223924020740116,https://discord.gg/2KYqRCN,en,https://cdn.discordapp.com/icons/415223924020740116/0100f98d3037a40714b33074e2141c02.png,0,4,0,,,,
"The Warlords",,382750039258169345,https://discord.gg/NpYDxP9,en,https://cdn.discordapp.com/icons/382750039258169345/5bc104e1d3c4ffb167161b0bfcdaa95c.png,0,7,0,,,,
"Just Because",,474732016957521920,https://discord.gg/z6BhNwM,en,https://cdn.discordapp.com/icons/474732016957521920/0f270f0aacddf30f194f379baff66212.png,0,16,1,,,,
"The Multiverse",,364824112570433556,https://discord.gg/nfQHRP6,en,https://cdn.discordapp.com/icons/364824112570433556/15a751f0c9b583cc538d0645e0fb099a.png,0,23,5,,,#ff0000,#800000
"Star Destroyers",,575762091143725056,https://discord.gg/99637nQ,en,https://cdn.discordapp.com/icons/575762091143725056/96a1cb212fb7ac243f22fce663117545.png,0,31,0,,,#ff0000,#800000
Petronus7,,538932469215526913,https://discord.gg/PdWXWsU,en,,0,4,1,,,,
"SGC Alpha",,539537637145444353,https://discord.gg/zQ3rZr6,en,https://cdn.discordapp.com/icons/539537637145444353/0f588fab5f4fc960add1e1dfa3995429.png,0,9,1,,,,
"Space Morons",,352795358226546688,https://discord.gg/5jNY2hT,en,https://cdn.discordapp.com/icons/352795358226546688/49f148883def3438fa0fd7bf648133aa.png,0,14,0,,,,
"Lost Legion Beta commaned",,508089095004618764,https://discord.gg/kwsWtje,en,https://cdn.discordapp.com/icons/508089095004618764/59c5c4796cb0b5ec70a9099605e643cb.png,0,5,0,,,,
"Hades Star Space Pirates",,443873706981195776,https://discord.gg/npPhjP4,en,https://cdn.discordapp.com/icons/443873706981195776/10e183a9727510eb4ce26be86ec1b659.png,0,19,2,,,#ff0000,#800000
"Lost Souls Of Hades",,403985498735116288,https://discord.gg/YRuSr4N,en,https://cdn.discordapp.com/icons/403985498735116288/51207fcbf19337c022bb40ec9c543015.png,0,21,5,,,#ff0000,#800000
"Andromeda Inc.",,381570085262852106,https://discord.gg/qjxdx4Z,en,https://cdn.discordapp.com/icons/381570085262852106/75bb38c89b2b01a4a2a199dc16392c5c.png,0,11,1,,,#ff0000,#800000
Gulinga,,457548517947342848,https://discord.gg/pQVwk7J,en,https://cdn.discordapp.com/icons/457548517947342848/fba783fd7d28b196f6ec51cb3d03f6e5.png,0,30,7,,,#ff0000,#800000
InfamousExiles,,416310915424714762,https://discord.gg/EhjUGXM,en,https://cdn.discordapp.com/icons/416310915424714762/bf6a0f8043baeb33d629a7b4e7acd8bb.png,0,58,7,,,#ff0000,#800000
"SyN City",,473844456932507658,https://discord.gg/mmUnEav,en,https://cdn.discordapp.com/icons/473844456932507658/3868dfe6a4a3530b690b04ef08e1df57.png,0,226,16,,,#ff0000,#800000
"System Shock",,300996168874328074,https://discord.gg/pxx2pPY,en,https://cdn.discordapp.com/icons/300996168874328074/3502bd2323416981a41c31fdbbef53ec.png,0,34,1,,,,
"Pardus Inc.",,991764133529800744,https://discord.gg/8rBgXvbbdE,de,https://cdn.discordapp.com/icons/991764133529800744/c0c1c8b94842f2706d24433e45ad968f.png,0,4,0,,,#ff0000,#800000
"Hades Star - Dreckiger Rest",,951186031074508860,https://discord.gg/ftuA2DGDR4,de,https://cdn.discordapp.com/icons/951186031074508860/72ae285f7413f40867a50e78dedc92f9.png,0,35,3,,,#ff0000,#800000
"Monster AG / Monster Uni",,454668934814105610,https://discord.gg/bJH5xq64Kt,de,https://cdn.discordapp.com/icons/454668934814105610/05e001d77c6211a27d99d5184b904164.png,0,73,7,,,#ff0000,#800000
"Server von ""Kaffeekränzchen """,,696792185282101370,https://discord.gg/mVEaHBj,de,https://cdn.discordapp.com/icons/696792185282101370/e1c092dad5c71477f98bd765243a5c89.png,0,4,2,,,#ff0000,#800000
"Isle of Hope",,787587960135614475,https://discord.gg/Dk4hSAACzX,de,https://cdn.discordapp.com/icons/787587960135614475/d8be6af022b0962dd3b2d4b6af214a11.png,0,7,0,,,#ff0000,#800000
@#@,,497833224022523914,https://discord.gg/usxCxwq,de,https://cdn.discordapp.com/icons/497833224022523914/bdd16f50f71230e9b8ef2b33be4aef2e.png,0,15,2,,,#ff0000,#800000
"Das Piratenschiff",,714901268962869299,https://discord.gg/rxT3svq,de,https://cdn.discordapp.com/icons/714901268962869299/638090dce25ae15018e7663ac4d8b925.png,0,4,1,,,#ff0000,#800000
Schwermetall,,656119581949034506,https://discord.gg/6d3Hgdu,de,https://cdn.discordapp.com/icons/656119581949034506/b9f3a5d9551d879729ea807f9a560ad6.png,0,10,1,,,#ff0000,#800000
Todesschwadron,,547413268311048192,https://discord.gg/nUqqHtK,de,https://cdn.discordapp.com/icons/547413268311048192/dd41e0dc71c56fde73184b8889626f15.png,0,6,0,,,,
Q-Corp,,748165757661085706,https://discord.gg/WgSYCGd,de,https://cdn.discordapp.com/icons/748165757661085706/bf43a7b774ac467bcd5afa6b9e30f3fd.png,0,2,0,,,,
"Galaktische Verwaltung",,709733385702211644,https://discord.gg/SC3ARQn,de,https://cdn.discordapp.com/icons/709733385702211644/ccc142e1cbc42691933394e8cc77d53f.png,0,8,3,,,,
Mondluftschiff,,709041847015833662,https://discord.gg/UXfh4Cb,de,https://cdn.discordapp.com/icons/709041847015833662/f38b47603249f93e73d21af15a105b0c.png,0,6,0,,,,
CAP,,676459742373085185,https://discord.gg/Uz3YFZD,de,https://cdn.discordapp.com/icons/676459742373085185/5ecd7366ad241c925abcf8ddf29dbd5a.png,0,12,3,,,#ff0000,#800000
"4 ever HWI",,452555185051533312,https://discord.gg/MMb35sH,de,https://cdn.discordapp.com/icons/452555185051533312/96b6c85c0db3f637261de7fe7763c1f5.png,0,7,0,,,,
Sternenwanderer,,637386356208959513,https://discord.gg/xh4xvvv,de,https://cdn.discordapp.com/icons/637386356208959513/20c860aec7dbfa51b074e705c425f8cd.png,0,11,1,,,#ff0000,#800000
GCC,,464121040457695244,https://discord.gg/9UM329Q,de,https://cdn.discordapp.com/icons/464121040457695244/ada89834468527a4e961a591179c7525.png,0,19,4,,,,
"Scrin Chat Allgemein",,583375840146882634,https://discord.gg/gjWaKTs,de,https://cdn.discordapp.com/icons/583375840146882634/5351c3e04a47c32d9b0cc934772823b8.png,0,5,1,,,#ff0000,#800000
"United Suns",,634011317497495554,https://discord.gg/TRJrx8r,de,https://cdn.discordapp.com/icons/634011317497495554/0ea78afc96743b30522909149854e478.png,0,23,5,,,#ff0000,#800000
"Enigma Hades’ Star",,634777597561274378,https://discord.gg/4rw6Hav,de,https://cdn.discordapp.com/icons/634777597561274378/df3185ed12d24d1ae095adcf9abf0e08.png,0,20,2,,,,
"Shizo Mel Youtube",,388804783940698112,https://discord.gg/rkY8HnE,de,https://cdn.discordapp.com/icons/388804783940698112/bc20ed685469fbac2573adb1a9d1fd3f.png,0,5,1,,,,
Auenland,,618091808471253002,https://discord.gg/bw672nm,de,https://cdn.discordapp.com/icons/618091808471253002/e3586ee17a56a292dce3b983a8295a42.png,0,9,2,,,#ff0000,#800000
GermanSpaceUno.,,593203425890664471,https://discord.gg/qvdVHnD,de,https://cdn.discordapp.com/icons/593203425890664471/911666b74ad8009b57e4d3fa668c5f0c.png,0,8,0,,,#ff0000,#800000
"Star Dust",,431954644630110208,https://discord.gg/WKdC8XW,de,https://cdn.discordapp.com/icons/431954644630110208/cfb7fecf46acaff7741b74c47304a8b3.png,0,13,2,,,#ff0000,#800000
"Tau Alpha",,525324037627445258,https://discord.gg/Z9tCDfw,de,https://cdn.discordapp.com/icons/525324037627445258/6db8e96b142457a33fd2ccf0d6ed72b6.png,0,6,0,,,,
"Bund von Lykon",,594810815664750612,https://discord.gg/FaJk6jp,de,https://cdn.discordapp.com/icons/594810815664750612/732961f418d6c2edd24cf012115cbb5e.png,0,7,0,,,,
"Planet Express",,485173227291803648,https://discord.gg/AXSvJpa,de,https://cdn.discordapp.com/icons/485173227291803648/e0b000b3ac90884f4b58b594e888412e.png,0,2,0,,,,
"--- Pulsar ---",,583639854810791951,https://discord.gg/JJPjxrm,de,https://cdn.discordapp.com/icons/583639854810791951/5ce9a78d73ae308f57e5bc6867572238.png,0,15,2,,,#ff0000,#800000
"Avalanche 2.0",,534418873181798402,https://discord.gg/xpn9qn4,de,https://cdn.discordapp.com/icons/534418873181798402/674c3ee23634ae7e51cb1889699e7f11.png,0,26,3,,,#ff0000,#800000
Sammler,,531062291962265600,https://discord.gg/DkR3QgX,de,https://cdn.discordapp.com/icons/531062291962265600/d8bb39f12db0d3345320c540ac1d50f3.png,0,6,0,,,,
"Nova-Tec Assoc. [NTEC]",,289073388234866688,https://discord.gg/tgGYDYq,de,https://cdn.discordapp.com/icons/289073388234866688/a3a2ac706c6848f46d459ef20bd54b49.png,0,21,4,,,#ff0000,#800000
"Explorers 2.0",,513839436912656385,https://discord.gg/P4NmNDE,de,https://cdn.discordapp.com/icons/513839436912656385/5b5eacab3fb42898f3ec4303653f44dd.png,0,14,2,,,#ff0000,#800000
Toxic,,538833213276291075,https://discord.gg/uWrmzHh,de,https://cdn.discordapp.com/icons/538833213276291075/6bf783542f9c9c028137ae00525470be.png,0,3,0,,,,
Terranova,,536197171540787215,https://discord.gg/qEE66dk,de,https://cdn.discordapp.com/icons/536197171540787215/7f4b9d68a1a2159ebfbc4c11a87d8e2e.png,0,11,5,,,#ff0000,#800000
DHL,,348221247001329674,https://discord.gg/buqMdd2,de,https://cdn.discordapp.com/icons/348221247001329674/0785b65df417e60db581ffd53bb89d6f.png,0,17,3,,,,
HadesStar-PlanetExpress,,502396664623923202,https://discord.gg/Ewqpqd4,de,https://cdn.discordapp.com/icons/502396664623923202/743736a55737dc2cb376cdc4eae7fab7.png,0,19,2,,,#ff0000,#800000
D-Elite,,401544447151570955,https://discord.gg/22hbz3f,de,https://cdn.discordapp.com/icons/401544447151570955/9f77b76d384c5bd8e471adf0ec6eea07.png,0,8,0,,,,
"Quadra FR [Hades' Star]",,1007035958878806167,https://discord.gg/vs3fGvzkap,fr,https://cdn.discordapp.com/icons/1007035958878806167/e88c20bfca393b33154bfeaf98004dbc.png,0,28,3,,,#ff0000,#800000
Darkness,,879004811369017406,https://discord.gg/9XPJhpSPY6,fr,https://cdn.discordapp.com/icons/879004811369017406/71646218fa280093e5b7f7efbcd9d44d.png,0,14,3,,,,
SpacesBastards,,700612317267886131,https://discord.gg/jZnEn3peRq,fr,https://cdn.discordapp.com/icons/700612317267886131/b1972d263679a299245171da932b2d1e.png,0,6,3,,,,
"CSI - Les Conquérants Stellaires Incorruptibles",,780810891695751238,https://discord.gg/FPegkV4GDJ,fr,https://cdn.discordapp.com/icons/780810891695751238/0160618c644a829ac7683b402726ab0b.png,0,24,4,,,#ff0000,#800000
"Taverne des Trolls",,695688808083095634,https://discord.gg/fpWZq4J,fr,https://cdn.discordapp.com/icons/695688808083095634/289ecbe61ffeef1e7252e4e37d358f2c.png,0,5,1,,,,
"Galaxian / SpaceInVaders",,923321841643298906,https://discord.gg/rUmWxJR8HH,fr,https://cdn.discordapp.com/icons/923321841643298906/1b923fb541894e5e3e2d7df723e92a4b.png,0,21,4,,,#ff0000,#800000
"Fédération",,718998083467345955,https://discord.gg/HTezGFD,fr,https://cdn.discordapp.com/icons/718998083467345955/464991e6e457127f27f27534c5a691d7.png,0,2,1,,,,
"Drużyna B",,846104113838424125,https://discord.gg/Cb724wEtvN,,https://cdn.discordapp.com/icons/846104113838424125/46dba10bf26a6004267ec774938a8857.png,0,20,1,,,#ff0000,#800000
"Space Legends",,504187153346199563,https://discord.gg/63DZYSc,,https://cdn.discordapp.com/icons/504187153346199563/c1fd7977b1209268f0f533d0fffc9315.png,0,54,4,,,#ff0000,#800000
"Hades Star Morocco",,772653823688441875,https://discord.gg/6p8SdUfpHF,,https://cdn.discordapp.com/icons/772653823688441875/f5dbd36a5610531eafc2e5a6530717d8.png,0,4,1,,,,
"FEDERAZIONE BIGITALY[ITA] GALASSIA ITALIA E 7 NANI",,400753197385252865,https://discord.gg/xysz7dffMf,,https://cdn.discordapp.com/icons/400753197385252865/51d5b2bc7ad04dcc85a937a5c0218e75.png,0,27,4,,,#ff0000,#800000
"Morning Star",,393818880394657793,https://discord.gg/j4XWYKg,,,0,1,0,,,,
RomaniaHS,,515868889360629790,https://discord.gg/gWTff43,,https://cdn.discordapp.com/icons/515868889360629790/2cafa5bf54d1f3dd70f9c50c91a948c7.png,0,11,0,,,#ff0000,#800000
KHARON,,524914327338090496,https://discord.gg/VMRkMkm,,https://cdn.discordapp.com/icons/524914327338090496/48922241a7250fd86202ffbbace96f1d.png,0,25,4,,,#ff0000,#800000
"Хохльі (HS)",,673860956698443806,https://discord.gg/gzXP4ah,,https://cdn.discordapp.com/icons/673860956698443806/295c4713044490c44849d07dde7466f3.png,0,26,7,,,#ff0000,#800000
Kazaki,,541702635359698945,https://discord.gg/bTzpXnc,,https://cdn.discordapp.com/icons/541702635359698945/8879efa182aaba8dfac09185c4dff35b.png,0,5,0,,,,
UAGC,,536171855464235039,https://discord.gg/sq9B5pD,,https://cdn.discordapp.com/icons/536171855464235039/d1680771c43b79eec1ebbdaadc6016f2.png,0,29,3,,,#ff0000,#800000
Agartha,,706802309472190494,https://discord.gg/H26AUcc,,https://cdn.discordapp.com/icons/706802309472190494/e5b39225ee9799fe9b5ff38639fcee16.png,0,8,5,,,,
"LIETUVA Hades",,441675864678203403,https://discord.gg/fYHwwbE,,https://cdn.discordapp.com/icons/441675864678203403/74ef00e829e9b0e97f4effe7b5dd28f7.png,0,17,5,,,#ff0000,#800000
"Svet hráčov Cz/Sk",,480766558495309834,https://discord.gg/6SbSvHJ,,https://cdn.discordapp.com/icons/480766558495309834/c48d73136665457bc7e0eaf1f47bd938.png,0,7,1,,,,
"Lietuva in hades",,416520505059704842,https://discord.gg/wM882Nq,,,0,4,0,,,,
"LUPII Corp Hades Star",,371773880638898187,https://discord.gg/bywxsHA,,https://cdn.discordapp.com/icons/371773880638898187/55f6f03e3644b39264b00481e1ce586a.png,0,9,0,,,#ff0000,#800000
"Farming Inc.",,536946514023677953,https://discord.gg/JtxDnaj,,https://cdn.discordapp.com/icons/536946514023677953/feea443ca3b5fa2f0c57486d5c7c537a.png,0,6,1,,,,
"Nave De Ouro (Golden Ship) (Hades’ Star)",,871319978035511338,https://discord.gg/bdUZ8VpkpU,pt,https://cdn.discordapp.com/icons/871319978035511338/899f45963e49dc54fc03ba02f0cc0f52.png,0,3,0,,,,
"Flight and War",,682768338778193934,https://discord.gg/EPhXsXQ,pt,https://cdn.discordapp.com/icons/682768338778193934/b439b20a35cb8821c478222285e23626.png,0,5,0,,,,
"Hades’ Star Brencestorm [1]",,794340101399248927,https://discord.gg/5acGvbmaJh,pt,https://cdn.discordapp.com/icons/794340101399248927/d3d2b6c9aecb10a1a2a6df53759fae19.png,0,11,8,,,#ff0000,#800000
"HADE'S BR",,573133093292998657,https://discord.gg/ugPKxgT,pt,https://cdn.discordapp.com/icons/573133093292998657/dc96e2b4881af21766e1faf6edb10baa.png,0,9,2,,,,
"ALIANÇA LUSO - WS",,680564956357460000,https://discord.gg/q6D2eyp,pt,https://cdn.discordapp.com/icons/680564956357460000/5c4a269c95337c126ff96f587694407a.png,0,108,10,,,#ff0000,#800000
"Silver Sky",,585096591283847188,https://discord.gg/4GGw4cD,pt,https://cdn.discordapp.com/icons/585096591283847188/62264a50dfea290e8b59f927dcf7332a.png,0,5,1,,,,
"BRhue Hades' Star",,495609951423561749,https://discord.gg/J8KjJaj,pt,https://cdn.discordapp.com/icons/495609951423561749/b9ff66c4bcc00ab68aa2729fb2caa107.png,0,19,1,,,#ff0000,#800000
"Hades' Star PL",,396297340757213184,https://discord.gg/StR4qyM,pl,https://cdn.discordapp.com/icons/396297340757213184/a0ca1f843bd01c5a1b4dad20da5eb65b.png,0,62,3,,,#ff0000,#800000
PL_BlackHole,,457326376568225822,https://discord.gg/BkqfvCx,pl,https://cdn.discordapp.com/icons/457326376568225822/546fb516249da9426b615e662851dff0.png,0,12,2,,,,
"Sekcja X",,438671323716255745,https://discord.gg/Sqz5YWW,pl,https://cdn.discordapp.com/icons/438671323716255745/1ede998c31c3c84ace68875fede56eb9.png,0,2,0,,,,
Death_Fish,,397060104005877770,https://discord.gg/mAQbJY9,pl,https://cdn.discordapp.com/icons/397060104005877770/d42f6fdeff726152336cfbab4cc765c3.png,0,12,2,,,#ff0000,#800000
"AlyTec Sys. (H.D.O)",,1260331969108119602,https://discord.gg/8w72hqsAAb,en,https://cdn.discordapp.com/icons/1260331969108119602/0123ac9a95879419c2be443684a58330.png,0,4,1,,,#ff0000,#800000
"TECH Fleet Forces",,1040549159649951754,https://discord.gg/TayfuucWnS,en,https://cdn.discordapp.com/icons/1040549159649951754/268f4a4cda44c387352c48c052b6769c.png,0,37,5,,,#ff0000,#800000
Glashan,,989998869200924692,https://discord.gg/Md9TAQJQTp,en,https://cdn.discordapp.com/icons/989998869200924692/640b58022bb60077ad780ad1408e262b.png,0,15,1,,,#ff0000,#800000
"Poggy Rockers",,1192237235622391809,https://discord.gg/XmASs2XvFW,en,https://cdn.discordapp.com/icons/1192237235622391809/79f3b53fa7138dee57d86617a010bb67.png,0,16,4,,,#ff0000,#800000
Penumbra/Trogdor`s,,1114379493574983731,https://discord.gg/DpavCfx8XJ,en,https://cdn.discordapp.com/icons/1114379493574983731/66a82d7942db49034f1699d7b7795976.png,0,33,11,,,#ff0000,#800000
"King's Guard",,1202793077236961311,https://discord.gg/XQ4BnnSKvC,en,https://cdn.discordapp.com/icons/1202793077236961311/4ceecc3adf0ba4dc13b5d51773ab72c9.png,0,12,2,,,#ff0000,#800000
"Hades Star  R2D2",,957700984807784469,https://discord.gg/UPTTtGQpTj,de,https://cdn.discordapp.com/icons/957700984807784469/cea9abde9533d47f51ca959083ca8ece.png,0,20,1,,,#ff0000,#800000
"Т Е Н Ь",,1185181366464290909,https://discord.gg/BzbFDrhy3x,ru,https://cdn.discordapp.com/icons/1185181366464290909/729019c04ad410f8d055fa64192077e2.png,0,17,4,,,#ff0000,#800000
"Jay's Imperium",,749946631213940736,https://discord.gg/uGvHyGs3RZ,en,https://cdn.discordapp.com/icons/749946631213940736/5996ae32dec1a1920683f69877ba7b68.png,0,28,11,,,#ff0000,#800000
"Prometheus ESP",,1221801370407931966,https://discord.gg/rvVvpBuEb6,en,https://cdn.discordapp.com/icons/1221801370407931966/ad21cbaff3423a29d91bbcb311daafc8.png,0,12,0,,,#ff0000,#800000
